speed,tension,temperature,load,vibration,motor_current,acoustic,em_signal,damage_risk,failure_within_30d,damage_type,severity,health_grade,tension_speed_ratio,temp_load_ratio,vibration_current_ratio
4.77,71.57,46.47,1508.0,2.23,209.27,52.27,0.131,9.01,0,none,low,A,15.01,30.82,1.07
5.11,77.83,45.36,3284.0,3.17,222.8,53.68,0.389,2.23,0,none,low,A,15.24,13.81,1.42
4.23,79.69,41.92,2908.0,1.02,163.36,61.4,0.3,24.15,0,none,low,B,18.82,14.42,0.63
2.26,108.94,62.63,1738.0,14.8,253.37,82.2,0.978,79.02,1,splice_failure,critical,F,48.28,36.03,5.84
4.93,70.07,46.9,1872.0,3.76,183.26,61.55,0.211,21.74,0,none,low,B,14.22,25.05,2.05
2.49,122.62,60.9,1274.0,17.38,258.8,89.74,0.987,61.98,1,joint_rupture,critical,D,49.23,47.81,6.71
3.24,86.74,47.23,3032.0,6.34,250.13,60.26,0.414,36.81,0,edge_damage,medium,C,26.81,15.58,2.53
4.84,78.26,47.93,2033.0,4.62,220.21,45.96,0.219,19.06,0,none,low,B,16.17,23.57,2.1
3.67,75.5,30.89,3214.0,3.88,156.11,53.8,0.21,4.54,0,none,low,A,20.58,9.61,2.48
3.83,78.55,44.26,1947.0,4.21,195.65,58.07,0.299,13.71,0,none,low,B,20.51,22.74,2.15
1.87,124.89,75.15,1149.0,10.86,260.66,92.99,0.855,95.62,1,tear,high,F,66.88,65.39,4.17
3.14,93.94,48.74,3070.0,5.96,193.56,67.14,0.123,9.14,0,none,low,A,29.87,15.87,3.08
3.49,73.52,41.69,3063.0,3.89,161.76,63.66,0.291,9.7,0,none,low,A,21.07,13.61,2.41
3.65,78.63,48.18,2081.0,3.35,221.21,61.28,0.119,3.68,0,none,low,A,21.54,23.15,1.51
4.58,81.19,30.95,3416.0,3.65,169.35,56.51,0.304,1.91,0,none,low,A,17.74,9.06,2.15
5.02,81.49,40.02,2366.0,1.22,163.26,55.25,0.163,1.25,0,none,low,A,16.24,16.92,0.75
2.48,125.61,66.05,1953.0,10.77,316.6,94.9,0.856,97.28,1,splice_failure,high,D,50.59,33.82,3.4
2.93,85.39,45.28,3659.0,8.66,221.3,72.57,0.419,58.35,1,abrasion,medium,C,29.16,12.38,3.91
4.8,76.18,42.09,2833.0,1.81,195.21,62.75,0.25,0.3,0,none,low,A,15.89,14.86,0.93
3.89,93.15,33.03,2769.0,2.11,175.73,64.5,0.319,2.38,0,none,low,A,23.93,11.93,1.2
3.07,82.02,42.57,1737.0,2.44,181.83,66.15,0.398,1.12,0,none,low,A,26.69,24.51,1.34
3.28,107.63,63.37,3902.0,7.89,221.43,74.18,0.375,44.74,0,abrasion,medium,C,32.76,16.24,3.56
2.94,100.83,81.0,1702.0,11.06,316.94,77.96,0.84,68.55,1,bearing_failure,high,F,34.34,47.58,3.49
4.29,88.97,34.21,2206.0,5.47,225.72,65.53,0.226,19.51,0,none,low,B,20.73,15.51,2.42
4.24,75.12,41.0,1872.0,2.66,218.4,49.76,0.121,1.73,0,none,low,A,17.7,21.9,1.22
1.52,124.33,80.9,1199.0,15.24,303.98,88.09,0.576,93.28,1,bearing_failure,critical,D,81.6,67.49,5.01
3.59,100.96,56.81,2123.0,6.81,243.39,63.61,0.361,25.35,0,splice_wear,medium,C,28.1,26.76,2.8
1.06,119.89,78.55,1818.0,12.8,271.21,81.51,0.856,91.04,0,joint_rupture,critical,D,113.03,43.2,4.72
2.94,107.87,55.85,2299.0,6.9,224.87,73.57,0.306,34.42,0,abrasion,low,C,36.68,24.29,3.07
4.2,79.04,48.88,2764.0,1.65,194.81,62.96,0.313,4.3,0,none,low,A,18.8,17.68,0.85
2.82,90.41,46.96,3607.0,5.61,207.51,75.31,0.403,26.08,0,abrasion,low,C,32.08,13.02,2.7
4.66,73.93,30.62,3029.0,4.36,184.83,57.63,0.194,12.06,0,none,low,B,15.86,10.11,2.36
3.97,92.66,28.35,3064.0,1.62,213.8,59.17,0.353,2.44,0,none,low,A,23.35,9.25,0.76
4.25,87.65,39.75,2581.0,3.15,174.71,56.09,0.136,24.04,0,none,low,B,20.61,15.4,1.8
1.07,126.38,80.22,1613.0,14.63,272.16,91.33,0.751,62.69,1,splice_failure,high,F,118.46,49.75,5.37
0.53,120.22,61.3,1459.0,11.59,271.47,82.06,0.811,72.69,1,joint_rupture,high,F,226.66,42.02,4.27
3.89,72.1,35.34,2855.0,1.36,166.43,53.77,0.395,19.62,0,none,low,B,18.54,12.38,0.82
4.06,108.56,57.02,3981.0,6.63,256.48,76.47,0.303,40.75,1,edge_damage,medium,C,26.73,14.32,2.58
5.45,83.89,32.18,2664.0,2.02,191.58,46.7,0.282,12.92,0,none,low,B,15.4,12.08,1.06
1.87,120.69,63.6,1514.0,10.55,314.79,76.37,0.715,86.44,1,splice_failure,high,F,64.4,41.99,3.35
3.04,94.13,33.52,2852.0,4.53,198.8,52.2,0.181,14.94,0,none,low,B,30.98,11.75,2.28
0.76,104.64,83.62,1684.0,16.95,264.18,86.75,0.851,85.84,1,tear,high,F,136.83,49.66,6.41
2.85,106.61,78.14,1541.0,15.65,265.03,88.3,0.749,88.23,1,bearing_failure,high,D,37.42,50.72,5.91
3.02,98.03,59.47,2018.0,7.95,236.8,71.48,0.373,49.99,0,abrasion,low,C,32.49,29.47,3.36
0.53,107.45,65.36,1125.0,11.23,254.38,84.18,0.866,83.06,1,joint_rupture,critical,F,201.08,58.1,4.41
5.21,79.58,38.86,2067.0,4.93,181.8,56.81,0.176,24.69,0,none,low,B,15.27,18.8,2.71
4.93,80.69,32.54,3099.0,2.67,219.22,66.05,0.358,0.88,0,none,low,A,16.38,10.5,1.22
4.25,104.14,61.67,2999.0,7.68,208.66,74.11,0.426,42.5,1,edge_damage,low,C,24.52,20.57,3.68
4.48,80.19,38.33,1557.0,2.05,172.48,61.4,0.103,10.22,0,none,low,B,17.92,24.62,1.19
3.53,108.6,63.85,3494.0,8.6,249.59,68.03,0.542,25.28,1,splice_wear,medium,C,30.74,18.28,3.45
3.64,88.56,29.69,3245.0,5.14,167.28,63.61,0.336,15.81,0,none,low,B,24.35,9.15,3.07
3.68,75.79,35.01,3307.0,1.39,216.31,53.02,0.256,19.86,0,none,low,B,20.6,10.59,0.64
3.42,97.44,45.27,2592.0,7.3,224.67,72.99,0.415,42.13,0,splice_wear,medium,C,28.46,17.46,3.25
2.47,108.9,73.53,1214.0,12.73,301.27,92.63,0.561,84.12,1,joint_rupture,high,F,44.03,60.56,4.22
3.61,71.44,36.6,1968.0,2.1,226.79,59.17,0.267,10.39,0,none,low,B,19.77,18.6,0.92
4.35,87.41,43.45,1843.0,3.5,182.96,65.02,0.289,13.31,0,none,low,B,20.08,23.57,1.91
4.51,72.93,35.42,1786.0,4.46,166.5,54.01,0.369,5.11,0,none,low,A,16.16,19.83,2.68
4.05,70.45,45.44,1638.0,3.37,194.85,59.45,0.307,6.33,0,none,low,A,17.4,27.74,1.73
4.81,83.39,46.39,3143.0,5.22,188.81,52.67,0.337,11.28,0,none,low,B,17.34,14.76,2.76
5.14,92.06,38.26,1651.0,2.94,214.28,65.74,0.161,1.67,0,none,low,A,17.92,23.17,1.37
3.58,114.04,46.33,3297.0,5.37,222.53,74.47,0.43,59.9,0,abrasion,low,C,31.82,14.05,2.41
3.88,79.31,29.51,2239.0,3.32,207.82,60.1,0.313,0.21,0,none,low,A,20.46,13.18,1.6
4.65,82.1,28.12,3109.0,4.86,193.87,46.53,0.33,14.59,0,none,low,B,17.64,9.04,2.51
2.51,115.54,63.51,1605.0,14.58,301.96,78.4,0.597,93.84,1,tear,critical,D,46.08,39.56,4.83
4.08,89.36,46.76,2583.0,4.79,174.55,54.54,0.314,9.66,0,none,low,A,21.89,18.1,2.74
3.46,84.99,46.95,3237.0,4.62,209.66,57.83,0.275,3.34,0,none,low,A,24.54,14.5,2.2
4.13,93.96,37.48,2599.0,3.67,200.94,62.21,0.168,13.22,0,none,low,B,22.77,14.42,1.82
3.06,104.64,61.48,2126.0,8.88,249.3,68.31,0.595,52.53,1,abrasion,medium,C,34.23,28.91,3.56
4.16,76.6,37.14,3277.0,5.12,200.4,64.74,0.335,10.72,0,none,low,B,18.41,11.33,2.56
4.29,88.41,37.6,2834.0,1.47,209.84,63.69,0.312,24.18,0,none,low,B,20.63,13.27,0.7
2.83,124.04,76.86,807.0,13.19,289.98,81.08,0.659,96.52,1,tear,high,F,43.77,95.25,4.55
3.78,86.36,33.1,1529.0,4.82,199.9,62.53,0.112,20.93,0,none,low,B,22.83,21.65,2.41
4.41,85.62,47.02,2674.0,3.9,229.25,62.4,0.233,17.68,0,none,low,B,19.42,17.58,1.7
3.57,84.92,48.42,3358.0,2.71,192.21,49.87,0.399,24.53,0,none,low,B,23.77,14.42,1.41
5.01,87.88,41.05,1607.0,3.27,203.98,60.58,0.212,23.54,0,none,low,B,17.54,25.55,1.6
4.25,87.27,43.34,2797.0,2.38,162.5,59.63,0.28,4.48,0,none,low,A,20.53,15.49,1.46
3.84,110.12,48.39,2038.0,8.9,236.58,72.59,0.551,53.1,1,splice_wear,medium,C,28.71,23.74,3.76
4.0,73.84,40.6,2054.0,5.61,196.66,58.64,0.206,1.3,0,none,low,A,18.44,19.76,2.85
4.06,72.11,41.35,3262.0,5.41,202.72,49.86,0.359,22.15,0,none,low,B,17.77,12.68,2.67
4.84,77.16,45.66,3494.0,1.15,221.79,59.32,0.392,11.63,0,none,low,B,15.93,13.07,0.52
3.17,87.01,64.51,3634.0,9.26,256.28,61.53,0.416,27.49,0,edge_damage,low,C,27.44,17.75,3.61
3.67,72.52,31.68,1795.0,5.87,210.74,67.26,0.232,6.96,0,none,low,A,19.75,17.66,2.78
3.1,91.98,47.59,2513.0,6.78,240.44,61.13,0.363,53.32,0,edge_damage,low,C,29.68,18.94,2.82
2.7,109.88,59.13,3234.0,5.78,228.71,74.05,0.391,35.91,0,edge_damage,low,C,40.74,18.28,2.53
4.15,77.66,46.09,1614.0,3.09,186.67,61.68,0.272,16.68,0,none,low,B,18.72,28.56,1.66
1.28,116.14,81.0,1987.0,17.01,276.0,78.9,0.745,88.18,1,bearing_failure,critical,D,90.4,40.76,6.16
3.29,89.99,30.71,2897.0,3.08,191.11,65.78,0.367,20.45,0,none,low,B,27.33,10.6,1.61
4.84,82.82,47.13,2306.0,5.85,224.59,62.06,0.184,3.29,0,none,low,A,17.11,20.44,2.61
4.21,99.72,53.13,3806.0,8.02,234.6,70.06,0.411,52.5,0,edge_damage,low,C,23.7,13.96,3.42
3.96,102.2,51.75,3977.0,5.13,215.16,69.36,0.457,45.61,1,abrasion,low,C,25.81,13.01,2.38
3.13,79.41,33.11,2031.0,3.77,165.96,51.76,0.171,23.71,0,none,low,B,25.34,16.3,2.27
2.81,123.57,74.75,808.0,15.95,299.17,87.31,0.88,79.49,1,tear,critical,F,43.96,92.54,5.33
5.07,74.27,28.67,1909.0,2.7,190.85,59.15,0.373,12.75,0,none,low,B,14.65,15.02,1.42
3.13,70.87,40.13,2376.0,5.2,162.85,45.57,0.235,5.94,0,none,low,A,22.67,16.89,3.19
4.81,72.79,41.38,2062.0,1.87,180.38,63.43,0.218,18.77,0,none,low,B,15.13,20.07,1.04
4.93,75.92,42.9,2632.0,5.65,180.99,46.52,0.106,20.67,0,none,low,B,15.39,16.3,3.12
4.94,75.86,35.59,1560.0,5.81,203.43,66.46,0.18,15.29,0,none,low,B,15.36,22.81,2.85
3.79,91.2,48.84,3270.0,4.7,172.2,51.48,0.389,0.26,0,none,low,A,24.04,14.94,2.73
2.06,129.7,67.8,1208.0,9.71,281.0,80.22,0.672,91.71,1,bearing_failure,critical,F,63.06,56.12,3.46
3.5,74.12,33.28,2920.0,2.36,177.31,55.32,0.374,4.73,0,none,low,A,21.2,11.4,1.33
3.15,92.62,42.25,2046.0,1.89,173.54,47.64,0.382,19.61,0,none,low,B,29.4,20.65,1.09
5.16,76.24,43.78,3212.0,2.78,210.6,51.79,0.19,2.68,0,none,low,A,14.77,13.63,1.32
4.82,93.51,41.28,3226.0,5.11,163.87,56.17,0.135,17.05,0,none,low,B,19.38,12.8,3.12
3.97,103.97,56.67,2780.0,6.78,202.71,63.92,0.305,45.35,0,splice_wear,medium,C,26.2,20.38,3.34
4.75,80.27,40.33,3385.0,1.41,170.32,62.94,0.13,1.89,0,none,low,A,16.9,11.91,0.83
3.23,84.63,32.98,3291.0,4.92,205.98,59.19,0.359,5.58,0,none,low,A,26.2,10.02,2.39
2.37,116.84,66.16,1308.0,16.14,252.22,90.64,0.62,65.48,0,tear,critical,D,49.29,50.57,6.4
3.57,85.35,33.56,2655.0,2.8,215.88,63.88,0.243,8.77,0,none,low,A,23.93,12.64,1.3
5.01,78.2,32.6,1669.0,3.33,188.57,64.34,0.166,9.52,0,none,low,A,15.6,19.53,1.77
1.46,113.77,67.58,1919.0,10.07,315.36,88.68,0.766,61.24,1,bearing_failure,critical,F,77.85,35.22,3.19
4.55,78.3,48.42,3190.0,2.12,169.13,56.78,0.332,1.1,0,none,low,A,17.22,15.18,1.25
4.62,75.79,42.99,3380.0,1.23,175.57,55.08,0.37,24.06,0,none,low,B,16.4,12.72,0.7
4.88,83.29,39.83,2056.0,2.08,173.04,57.8,0.109,22.68,0,none,low,B,17.09,19.37,1.2
3.55,82.96,43.62,1691.0,2.59,227.49,51.03,0.194,20.91,0,none,low,B,23.37,25.79,1.14
4.16,79.49,34.96,2071.0,1.46,175.19,45.99,0.334,9.96,0,none,low,A,19.1,16.88,0.83
5.23,86.45,28.18,3386.0,2.19,158.61,62.67,0.25,10.84,0,none,low,B,16.52,8.32,1.38
4.37,76.86,47.83,1930.0,5.42,194.75,64.06,0.314,17.42,0,none,low,B,17.59,24.78,2.78
3.58,75.27,46.86,3141.0,3.2,160.59,53.79,0.286,11.36,0,none,low,B,21.0,14.92,1.99
0.98,113.79,70.77,1165.0,10.78,254.6,92.74,0.71,78.88,1,tear,critical,F,116.37,60.73,4.24
4.05,88.93,47.76,1668.0,2.97,158.02,45.38,0.299,15.06,0,none,low,B,21.98,28.63,1.88
3.58,70.59,46.37,3449.0,1.68,168.52,64.97,0.378,10.49,0,none,low,B,19.69,13.44,1.0
3.1,84.35,36.64,1557.0,3.92,150.9,63.11,0.192,1.01,0,none,low,A,27.22,23.53,2.6
3.99,94.35,39.97,2050.0,4.55,171.72,65.8,0.212,13.75,0,none,low,B,23.62,19.49,2.65
4.07,90.81,45.72,1949.0,2.13,215.38,66.4,0.129,11.25,0,none,low,B,22.34,23.46,0.99
5.18,72.09,32.64,3005.0,1.26,189.4,55.17,0.2,9.86,0,none,low,A,13.93,10.86,0.66
3.4,84.3,45.72,3020.0,1.77,161.94,51.17,0.208,10.21,0,none,low,B,24.77,15.14,1.09
3.14,70.87,36.62,2894.0,1.97,201.32,50.98,0.366,22.39,0,none,low,B,22.56,12.65,0.98
3.57,80.28,33.29,2845.0,5.13,203.85,63.96,0.219,3.91,0,none,low,A,22.46,11.7,2.52
3.84,93.12,46.62,3985.0,5.78,259.31,77.59,0.538,48.08,0,abrasion,low,C,24.23,11.7,2.23
4.17,85.48,37.05,2355.0,2.65,195.14,64.56,0.16,23.36,0,none,low,B,20.5,15.73,1.36
5.06,83.9,45.15,1532.0,5.09,153.21,65.47,0.398,7.35,0,none,low,A,16.59,29.46,3.32
4.91,76.33,47.04,1706.0,1.63,228.33,60.5,0.354,8.11,0,none,low,A,15.53,27.58,0.71
4.49,85.08,43.02,2651.0,3.15,172.07,62.68,0.168,17.31,0,none,low,B,18.97,16.23,1.83
4.56,88.68,32.81,1620.0,1.65,198.48,64.54,0.113,18.35,0,none,low,B,19.43,20.26,0.83
4.2,93.22,35.3,2431.0,1.07,156.53,50.95,0.108,15.78,0,none,low,B,22.22,14.52,0.68
4.37,74.37,34.51,2828.0,5.83,154.03,65.48,0.273,14.1,0,none,low,B,17.02,12.2,3.78
3.17,72.25,41.22,2182.0,5.59,182.53,48.3,0.314,7.33,0,none,low,A,22.77,18.89,3.06
4.74,92.51,45.43,2853.0,4.4,225.67,51.8,0.1,6.8,0,none,low,A,19.5,15.92,1.95
4.65,85.84,41.06,1532.0,4.64,175.88,60.3,0.267,8.57,0,none,low,A,18.44,26.79,2.64
3.24,90.79,48.2,2800.0,1.52,182.16,61.77,0.334,2.96,0,none,low,A,28.06,17.22,0.83
4.78,78.91,33.6,1526.0,3.7,218.09,67.03,0.27,12.86,0,none,low,B,16.51,22.02,1.7
4.37,79.5,41.36,2277.0,2.2,157.6,52.24,0.129,4.42,0,none,low,A,18.18,18.16,1.4
3.56,111.21,64.91,3165.0,9.06,219.62,65.5,0.421,48.54,0,abrasion,medium,C,31.21,20.51,4.13
4.58,73.21,40.73,2887.0,4.5,210.28,65.08,0.25,18.26,0,none,low,B,15.98,14.11,2.14
3.47,70.64,34.26,2386.0,4.09,218.0,49.51,0.138,24.09,0,none,low,B,20.38,14.36,1.87
4.2,84.64,39.91,1672.0,1.29,158.44,58.47,0.263,5.84,0,none,low,A,20.17,23.87,0.81
5.05,71.04,38.96,2879.0,2.26,174.62,59.11,0.369,20.25,0,none,low,B,14.07,13.53,1.3
4.83,79.12,42.1,2432.0,1.95,206.14,57.8,0.208,22.78,0,none,low,B,16.4,17.31,0.95
3.79,71.42,44.86,2904.0,2.66,204.05,54.11,0.327,11.35,0,none,low,B,18.85,15.45,1.3
5.34,76.27,30.65,2669.0,5.85,180.23,46.43,0.202,12.65,0,none,low,B,14.29,11.48,3.24
4.65,94.94,37.94,2209.0,3.0,159.21,65.32,0.224,9.68,0,none,low,A,20.44,17.17,1.89
4.11,86.21,29.35,3127.0,5.7,201.9,66.96,0.145,11.94,0,none,low,B,21.0,9.39,2.82
4.45,80.04,35.44,1754.0,2.96,163.01,61.89,0.163,1.46,0,none,low,A,17.97,20.21,1.82
4.49,91.8,40.69,2191.0,5.02,193.22,46.82,0.27,22.7,0,none,low,B,20.45,18.57,2.6
3.74,73.59,31.33,2366.0,3.98,156.45,66.61,0.327,14.67,0,none,low,B,19.67,13.25,2.54
3.45,103.9,61.57,3567.0,6.39,256.45,62.24,0.563,58.98,0,edge_damage,medium,C,30.08,17.26,2.49
4.01,82.91,40.77,3372.0,4.36,188.5,63.62,0.385,0.55,0,none,low,A,20.66,12.09,2.31
4.13,93.41,47.64,2880.0,8.22,222.86,60.98,0.48,56.58,0,abrasion,medium,C,22.62,16.54,3.69
3.12,90.51,46.18,2676.0,2.77,213.98,57.76,0.348,15.79,0,none,low,B,29.0,17.26,1.29
1.54,128.74,73.53,1526.0,10.98,293.8,86.43,0.592,62.26,1,joint_rupture,high,F,83.85,48.18,3.74
1.43,118.76,60.31,972.0,15.68,267.09,86.96,0.693,92.48,1,splice_failure,critical,F,82.79,62.07,5.87
3.51,86.86,46.42,3148.0,7.83,252.68,70.04,0.588,26.7,0,edge_damage,medium,C,24.74,14.75,3.1
4.35,86.14,29.0,3392.0,5.21,173.73,46.78,0.151,3.17,0,none,low,A,19.79,8.55,3.0
4.3,76.15,35.88,3479.0,4.42,225.92,48.28,0.215,13.87,0,none,low,B,17.72,10.31,1.96
3.01,86.76,42.12,2322.0,3.45,183.24,45.55,0.201,4.43,0,none,low,A,28.82,18.14,1.88
5.39,84.98,44.03,2131.0,2.97,168.95,47.23,0.154,19.94,0,none,low,B,15.76,20.66,1.76
4.37,81.88,48.29,1645.0,2.4,178.0,63.0,0.398,6.02,0,none,low,A,18.75,29.35,1.35
1.06,111.98,70.24,1974.0,10.63,305.94,81.68,0.865,75.96,1,splice_failure,critical,D,105.48,35.59,3.47
3.45,93.93,47.58,2805.0,3.3,204.06,59.23,0.271,1.48,0,none,low,A,27.2,16.97,1.62
4.92,94.85,28.24,2960.0,3.86,184.72,47.93,0.223,8.86,0,none,low,A,19.27,9.54,2.09
4.83,87.52,40.96,3377.0,2.75,169.5,60.09,0.16,7.88,0,none,low,A,18.13,12.13,1.62
3.17,90.69,33.6,2446.0,1.22,205.95,52.6,0.323,10.31,0,none,low,B,28.58,13.74,0.59
4.28,73.26,37.69,2135.0,5.56,154.87,60.96,0.155,7.98,0,none,low,A,17.11,17.66,3.59
5.27,76.06,30.01,2137.0,1.52,160.29,58.2,0.118,0.77,0,none,low,A,14.43,14.04,0.95
2.75,92.61,57.84,2551.0,7.47,207.3,70.59,0.395,46.94,1,abrasion,medium,C,33.67,22.67,3.6
3.64,78.19,31.62,1862.0,4.95,180.78,55.03,0.278,14.74,0,none,low,B,21.48,16.98,2.74
5.08,74.43,43.91,3045.0,4.57,196.32,45.34,0.208,15.12,0,none,low,B,14.66,14.42,2.33
5.16,77.72,34.46,2032.0,2.66,194.59,61.26,0.299,20.19,0,none,low,B,15.07,16.96,1.37
0.55,122.08,65.21,960.0,14.75,272.38,76.14,0.569,60.04,1,joint_rupture,high,F,223.03,67.96,5.41
4.69,75.98,44.68,3020.0,2.56,182.85,49.82,0.393,16.14,0,none,low,B,16.21,14.79,1.4
4.06,107.98,58.83,3931.0,6.97,207.84,72.09,0.519,45.13,0,edge_damage,low,C,26.57,14.97,3.35
4.07,86.13,44.39,1964.0,3.03,171.53,49.57,0.335,22.73,0,none,low,B,21.17,22.6,1.76
4.88,92.42,46.61,1866.0,5.78,180.13,52.8,0.119,12.15,0,none,low,B,18.95,24.99,3.21
3.62,77.92,45.79,3251.0,2.51,218.7,64.72,0.329,3.67,0,none,low,A,21.52,14.09,1.15
5.36,87.06,35.3,2501.0,4.23,190.85,47.76,0.194,20.06,0,none,low,B,16.24,14.11,2.22
4.4,94.86,58.25,3504.0,9.06,256.74,65.63,0.558,29.61,1,splice_wear,medium,C,21.54,16.62,3.53
3.63,91.83,31.71,1607.0,4.59,188.04,64.53,0.215,4.21,0,none,low,A,25.29,19.73,2.44
0.97,121.61,72.78,1525.0,13.15,308.01,91.59,0.855,64.01,1,splice_failure,critical,D,124.99,47.72,4.27
3.11,89.18,57.24,2613.0,6.63,204.25,66.3,0.559,33.16,0,edge_damage,low,C,28.69,21.91,3.25
4.46,102.48,64.91,3823.0,6.11,203.37,64.6,0.458,31.01,0,splice_wear,low,C,23.0,16.98,3.0
3.3,80.4,29.39,2294.0,3.37,186.1,64.99,0.259,11.7,0,none,low,B,24.33,12.81,1.81
5.04,92.38,46.77,2847.0,1.69,172.15,46.06,0.379,16.52,0,none,low,B,18.31,16.43,0.98
4.19,92.79,45.03,2753.0,7.85,228.72,75.52,0.332,44.38,0,edge_damage,medium,C,22.14,16.36,3.43
2.33,126.29,78.07,1078.0,15.35,271.54,79.84,0.537,88.27,1,joint_rupture,high,D,54.15,72.41,5.65
5.49,75.82,29.18,1880.0,1.19,181.34,63.46,0.202,11.1,0,none,low,B,13.82,15.53,0.66
4.27,91.54,47.05,1520.0,4.89,186.86,67.74,0.245,24.67,0,none,low,B,21.43,30.96,2.62
3.58,114.76,62.15,2195.0,8.53,220.73,60.13,0.421,33.22,1,splice_wear,medium,C,32.09,28.32,3.87
0.84,116.13,64.62,1314.0,9.55,265.67,82.27,0.719,97.14,1,splice_failure,high,F,137.83,49.19,3.6
5.38,71.51,34.55,2096.0,2.6,163.14,63.01,0.137,15.87,0,none,low,B,13.28,16.48,1.59
3.18,92.74,32.18,3143.0,3.72,156.23,66.98,0.174,21.49,0,none,low,B,29.2,10.24,2.38
5.13,70.33,39.26,3039.0,5.67,222.74,63.85,0.366,4.98,0,none,low,A,13.7,12.92,2.55
3.72,79.43,36.65,2589.0,1.8,205.3,48.85,0.193,12.58,0,none,low,B,21.34,14.16,0.88
2.11,104.67,73.68,905.0,12.4,278.95,75.8,0.637,96.31,1,joint_rupture,high,D,49.52,81.42,4.44
5.13,72.9,43.53,2507.0,5.15,190.65,59.27,0.243,11.95,0,none,low,B,14.2,17.36,2.7
2.08,113.51,73.28,1695.0,16.43,298.76,93.48,0.91,81.35,1,joint_rupture,high,F,54.49,43.24,5.5
4.49,90.36,36.41,1765.0,1.98,169.0,51.9,0.293,15.02,0,none,low,B,20.12,20.63,1.17
3.91,90.6,32.49,2438.0,5.0,164.41,47.53,0.365,8.57,0,none,low,A,23.19,13.33,3.04
3.06,87.25,34.95,1611.0,4.05,169.26,53.9,0.124,3.68,0,none,low,A,28.48,21.69,2.39
3.22,92.77,28.13,2468.0,1.62,174.61,66.3,0.149,24.15,0,none,low,B,28.77,11.4,0.93
4.85,83.67,47.46,2608.0,3.67,165.64,48.82,0.375,8.2,0,none,low,A,17.24,18.2,2.22
4.9,78.47,48.95,2976.0,3.99,220.47,46.14,0.177,11.63,0,none,low,B,16.02,16.45,1.81
4.86,92.98,37.32,2184.0,5.81,185.59,56.25,0.205,22.74,0,none,low,B,19.13,17.09,3.13
4.91,90.3,35.52,2367.0,5.24,179.06,63.26,0.382,15.58,0,none,low,B,18.41,15.0,2.93
2.61,111.85,61.28,1282.0,15.06,281.52,89.98,0.678,84.12,0,tear,critical,D,42.81,47.79,5.35
4.49,82.12,28.59,2261.0,1.53,192.51,54.1,0.284,20.14,0,none,low,B,18.28,12.65,0.8
5.41,83.39,41.6,2861.0,4.33,190.88,54.86,0.116,0.55,0,none,low,A,15.43,14.54,2.27
3.83,79.69,31.04,2976.0,5.28,225.1,56.32,0.31,21.39,0,none,low,B,20.78,10.43,2.35
3.77,93.42,39.34,2495.0,1.89,158.65,64.37,0.284,8.15,0,none,low,A,24.76,15.77,1.19
4.39,84.6,32.55,3203.0,1.42,178.49,60.65,0.182,20.69,0,none,low,B,19.28,10.16,0.8
0.8,104.22,67.16,1422.0,15.73,308.56,89.09,0.964,88.07,1,splice_failure,critical,F,130.64,47.24,5.1
1.15,101.58,78.15,946.0,11.72,287.27,86.29,0.8,66.32,1,joint_rupture,high,F,88.55,82.65,4.08
3.31,73.04,43.86,1868.0,2.64,188.98,45.57,0.175,10.2,0,none,low,B,22.06,23.49,1.4
3.34,88.2,45.89,2015.0,4.87,180.84,56.65,0.357,18.75,0,none,low,B,26.4,22.77,2.69
2.64,111.8,52.76,2576.0,8.62,250.18,75.52,0.395,54.83,0,edge_damage,low,C,42.36,20.48,3.45
3.16,78.12,42.8,2175.0,1.9,172.51,55.52,0.243,19.58,0,none,low,B,24.74,19.68,1.1
4.19,88.43,50.11,3656.0,6.89,258.87,68.39,0.538,39.08,0,splice_wear,low,C,21.1,13.71,2.66
2.86,107.53,62.51,1272.0,14.55,310.26,81.92,0.827,73.31,1,joint_rupture,critical,D,37.6,49.15,4.69
4.92,94.16,49.34,3230.0,4.0,206.07,51.56,0.289,11.39,0,none,low,B,19.15,15.28,1.94
4.89,77.05,35.0,3349.0,1.28,188.85,65.99,0.283,13.66,0,none,low,B,15.74,10.45,0.68
3.86,91.3,40.3,2529.0,1.5,151.28,67.16,0.213,15.08,0,none,low,B,23.66,15.93,0.99
4.71,93.31,40.66,1752.0,3.91,211.31,54.35,0.364,16.22,0,none,low,B,19.82,23.21,1.85
0.83,109.29,65.04,1891.0,15.84,297.35,81.02,0.592,88.75,1,splice_failure,critical,F,131.96,34.4,5.33
1.63,107.58,71.07,1817.0,10.85,316.65,81.84,0.993,91.87,1,joint_rupture,high,F,66.17,39.12,3.43
5.04,92.13,29.91,2577.0,5.57,181.04,64.08,0.14,23.38,0,none,low,B,18.27,11.61,3.07
2.19,110.9,83.45,1131.0,11.99,299.06,90.31,0.965,67.78,1,joint_rupture,high,D,50.6,73.81,4.01
3.61,75.09,49.0,3337.0,1.23,177.11,54.32,0.172,15.72,0,none,low,B,20.82,14.68,0.7
5.13,88.52,39.94,2807.0,2.37,197.44,56.25,0.14,6.06,0,none,low,A,17.27,14.23,1.2
5.31,75.76,34.36,2239.0,4.32,159.46,66.94,0.36,14.43,0,none,low,B,14.27,15.35,2.71
